source_key,source_page,source_position,name,comment,created_at
gameslice:p121:c1,121,1,Nobula,Wonderfully done!! Thank you for this jealousy-inspiring look behind the curtain at Valve and its process!,2011-05-19 21:08:00
gameslice:p121:c2,121,2,Lyden Prodahl,"I have enjoyed this interactive development diary into the world of Valve. My visit was a pleasant one, however the lack of working polls was not.",2011-05-19 21:08:00
gameslice:p121:c3,121,3,Peyman Torabi,"Thank you for giving me an opportunity to venture beyond Portal 2 and behind the scenes. As an aspiring game developer myself I sure hope that I too, can reach out to people the way Valve do.

Yet again, thank you.",2011-05-19 20:55:00
gameslice:p121:c4,121,4,Neko,"zOMG, one of the best thing I have ever read. This is so perfect !",2011-05-19 20:53:00
gameslice:p121:c5,121,5,Mike Liuzza,"This is what Apple wanted it's iPad to be used for, the basic with the dynamic thrown in. Great read, the inside look brings the game to real life. It even gave me ideas for the third, I already have the beginning of the story ready.",2011-05-19 20:50:00
gameslice:p121:c6,121,6,St3ph,Awesome =) I really enjoyed it!,2011-05-19 20:50:00
gameslice:p121:c7,121,7,"Joe \""Z-Fish\"" N.","A very good read for aspiring game/movie creators. Thanks for the oppertunity!  I hope to continue *ahem*...""studying"" your games to come.",2011-05-19 20:23:00
gameslice:p121:c8,121,8,Dan,"Great read. This gives me a lot of insite to to the making of Portal 2 and also a great behind-the-scenes look at Valve.  I'm wondering, though, whats up with the all the broken polls? Will those be fixed somehow?",2011-05-19 20:22:00
gameslice:p121:c9,121,9,JerfyNL,"A great read, i always love reading stuff about VALVe it's a very inspiring team
Thanks Geoff for making this!",2011-05-19 20:22:00
gameslice:p121:c10,121,10,Cave Johnson,Were done here.,2011-05-19 20:19:00
gameslice:p122:c1,122,1,Meko,I loved how this gave me a new insight into valve and some of the people whom work there.,2011-05-19 20:17:00
gameslice:p122:c2,122,2,Jack,Totally awesome.,2011-05-19 20:16:00
gameslice:p122:c3,122,3,Roshi0021,"Fantastic job, congratulations Valve!",2011-05-19 20:11:00
gameslice:p122:c4,122,4,Anry,Well done!,2011-05-19 20:10:00
gameslice:p122:c5,122,5,Wheatley,Realy nice :),2011-05-19 20:09:00
gameslice:p122:c6,122,6,Lolazaurus,Portal 2 is the best game i ever played. Its great to see into the making of!,2011-05-19 20:08:00
gameslice:p122:c7,122,7,Volatyl,"Great job, really thanks to the entire Valve team!",2011-05-19 20:00:00
gameslice:p122:c8,122,8,Dylan,"Interesting stuff.

Thanks, Geoff!",2011-05-19 19:51:00
gameslice:p122:c9,122,9,Adam Diamond,"What an incredible company. Such talent. Great read! Thanks for letting us go behind the curtain! Gabe is the shit! So humble and caring and of course, brilliant. The world needs more companies to run as Valve does. Thank you for making incredible games. Especially Portal!!",2011-05-19 19:47:00
gameslice:p122:c10,122,10,JohnL,Fantastic read.,2011-05-19 19:44:00
gameslice:p123:c1,123,1,Rolf,Totally worth my 2 bucks!,2011-05-19 19:38:00
gameslice:p123:c2,123,2,Wolfos,"Being a student in game development myself, I did not only find this book to be entertaining, but also very informative and even inspiring.
Even technically, this is more than the average ebook (just a book, crammed into a pdf file) but a whole interactive experience, which I hadn't seen anywhere yet.
This book also has greatly increased my respect for Valve.

Thanks, cheers and good luck!",2011-05-19 19:38:00
gameslice:p123:c3,123,3,Rallymen007,"Awesome reading, worth my 2€. I am a big Valve fan and this is awesome. Well done :D
Will you do something like The Final Hours of Half-Life 2 Episode Three or such ? Also, where can I find The Final Hours of Half-Life, Gamespot's page is broken.

Still great work ;)",2011-05-19 19:36:00
gameslice:p123:c4,123,4,Greg Hurley,"Great read(+ 5 Love for Valve). 
I imagine the experience to be alot better on an ipad or similar median.

Cant wait for this secret game to be released in 5 years time. Good Stuff !",2011-05-19 19:25:00
gameslice:p123:c5,123,5,Iaroslav,What a story! Thanks for puting all this together,2011-05-19 19:21:00
gameslice:p123:c6,123,6,F4blo,Awesomee!!,2011-05-19 19:19:00
gameslice:p123:c7,123,7,JerryDean,"Thank you. There are an infinite amount of possiblities that can occur in a single day. Portal two is a glimpse into another world that we don't want to live in but enjoy visiting. Interacting with an environment allows the player to bend the laws of physics is always a fun time. Solving puzzles has never been so much fun. I get atleast 3 or 4 ""Aha"" moments when playing a new puzzles. What makes this game so great is that even thou at some point in time you may have no idea to solve the puzzle, you know that you have the tools necessary to complete the chamber",2011-05-19 19:18:00
gameslice:p123:c8,123,8,Bastian,"This is just the stuff I wanted to read. I love making offs. Thanks for that.
Now I only wonder if we will ever see more of F-Stop.",2011-05-19 19:14:00
gameslice:p123:c9,123,9,Heco,"P2 best game ever, love the inside peak, Thanks Valve !",2011-05-19 19:11:00
gameslice:p123:c10,123,10,Roy,"Portal 2, and its prequel, were such an innovative spur in the tepid game market it makes players like myself exstatic to new releases. I dont care if it takes 5 years or 50 years I can't wait.",2011-05-19 19:06:00
gameslice:p124:c1,124,1,Victor,"Nice! I wonder if I can work at Valve some day, it seems sooo fun!",2011-05-19 19:06:00
gameslice:p124:c2,124,2,John,Love this article!,2011-05-19 18:51:00
gameslice:p124:c3,124,3,RazerZX,"u may say that this is just another comment and i can say just ""awesome"" but i dont. whit awesome i cannot describe all the history of valbe and all the good game that u are always delibering us. i cannot say at least 1 game made by valve that is not original or awesome. so u guys keep like that and never change    no today and no in five years.thanks to all the staff and gave. i will waiting for more DLC or other lvs.",2011-05-19 18:48:00
gameslice:p124:c4,124,4,Robert,"Best 2€ I spent the last few years. Reading all that made me very happy and confident about the future of gaming.

thank you",2011-05-19 18:41:00
gameslice:p124:c5,124,5,Legodev,Its very interresting to read! I just missed an Answer why the Pneumatic Diversity Vents had to be cut out :(,2011-05-19 18:41:00
gameslice:p124:c6,124,6,SalsaShark,"Awesome read, well worth the money. Glad it was released on Steam! good job Geoff",2011-05-19 18:40:00
gameslice:p124:c7,124,7,Kasper aka Jasper,"Really, really awesome.

Thank you for a fantastic experience",2011-05-19 18:38:00
gameslice:p124:c8,124,8,Marcellinus Ferdinand Suciadi,"Really, I was very excited when Steam downloaded my copy of this digital book. And I really cut off my bed time (oops...) just to read what happened behind Portal 2. It was awesome!!! I never read a behind-the-game-production book like this one before, and it's really inspiring knowing how hard it is to develop a georgeous game, but how rewarding it is to know that your fans like your game, and it is possible to achieve by a great teamwork. Things do change, and now I know what's behind a great game. Thanks Valve to share such a knowledge and experiences; thanks for enabling Steam to deliver such a content; $1.99 is sure not too much, but it's uncomparable to the content you'd have for a lifetime.",2011-05-19 18:35:00
gameslice:p124:c9,124,9,Marco,i finished portal 2 and I liked this book!!!!1!!!111!!!!!,2011-05-19 18:28:00
gameslice:p124:c10,124,10,tom,the panoramic pics dont work on the pc :C,2011-05-19 18:28:00
gameslice:p125:c1,125,1,Joulez,"Awesome ""book""!",2011-05-19 18:25:00
gameslice:p125:c2,125,2,Richard Newton,Loved it. Keep them coming.,2011-05-19 18:19:00
gameslice:p125:c3,125,3,Glados,Paradox Time! ThIs. WaS. A. GrEaT. ReAd.,2011-05-19 18:17:00
gameslice:p125:c4,125,4,RahulJani,"Fantastic read. Need an artbook!
Also, I ended up buying this on Steam, Kindle and iPad. I miiiight be a bit of a fanboy.",2011-05-19 18:17:00
gameslice:p125:c5,125,5,Jamie Cutts (Rivent),A great read. Would happily buy anything similar to this for future Valve releases. Wasn't expecting to have learnt so much about the transformation of the game and the staff involved.,2011-05-19 18:08:00
gameslice:p125:c6,125,6,Mark van den Heuvel,"Very good read, i enjoyed every part of it. Also gave a really good idea of the process of building a game like portal 2. Its ups and downs.

Also would like to extend a really big thank you to the entire Valve team for constantly releasing the most amazing games with fantastic stories and adventures.",2011-05-19 18:00:00
gameslice:p125:c7,125,7,VolkieTheCat,"Very well done *weeeeeee* So now i can imagine why there are so few comments in Portal 2 compared to other games of Valve and why the voices sound a bit tired *smile* No problem chaps, it's a masterpiece again, keep evolving *thumbsup* Uhm, Episode 3? Anyone? *grin*",2011-05-19 17:53:00
gameslice:p125:c8,125,8,dragon99919,"Great stuff. ^^ 
Was worth 2 Euros. :P",2011-05-19 17:48:00
gameslice:p125:c9,125,9,Joonas,"You or VALVe should make more of these.
Maybe even have a one software (or expand this) with insight and articles about all VALVe titles, updated every now and then.",2011-05-19 17:48:00
gameslice:p125:c10,125,10,Nuno,This is seriously the best games company ever made in the history of mankind,2011-05-19 17:45:00
gameslice:p126:c1,126,1,Marcus.//,"Amazing story,particularly love the concept art, wish I could see more of it.",2011-05-19 17:44:00
gameslice:p126:c2,126,2,Bazinga,Reeeeaaaalyyyy coooool.Must have!,2011-05-19 17:43:00
gameslice:p126:c3,126,3,Dois,Beautiful.,2011-05-19 17:39:00
gameslice:p126:c4,126,4,Hunter,"10/10

As an aspiring game designer with a growing creative side, this was a great read.",2011-05-19 17:23:00
gameslice:p126:c5,126,5,Victor,Very interessting work.I am russian-and all undestand.,2011-05-19 17:23:00
gameslice:p126:c6,126,6,Lolman23,This book help me remind how awesome is Valve .,2011-05-19 17:14:00
gameslice:p126:c7,126,7,Ginga Ninja,"One of the best purchases i have made this year!
Great job Geoff, and great job to valve for the best puzzler of the decade!
Continue making games, and i will continue to buy them....... PORTAL 3 FTW",2011-05-19 17:13:00
gameslice:p126:c8,126,8,MurdaMen,"Excellent!
But I have not very good English, I want Russian version! :D",2011-05-19 17:08:00
gameslice:p126:c9,126,9,Haoose,Thank you very mach. It's great! Hello from Russia =),2011-05-19 17:04:00
gameslice:p126:c10,126,10,Dizzi,"Damn, it cool. Need in other languages(especially in russian:D).",2011-05-19 17:02:00
